Sucursal,Territorio,Cliente,Agreement_Num,Valor_Prestamo,Tarifa_Semanal,Pago_Semanal,Sin_Pago_Sem,Fecha_Pago,Contrato_con_Fraude
Sucursal 16,MEX-2869,C00000164,AG00222,2795.6,131.04,240,0,29/09/2019,
Sucursal 16,MEX-2869,C00000164,AG00222,2795.6,131.04,0,1,06/10/2019,
Sucursal 16,MEX-2869,C00000164,AG00222,2795.6,131.04,120,0,13/10/2019,
Sucursal 16,MEX-2869,C00000164,AG00222,2795.6,131.04,220,0,17/10/2019,
Sucursal 16,MEX-2869,C00000164,AG00222,2795.6,131.04,120,0,26/10/2019,
Sucursal 16,MEX-2869,C00000164,AG00222,2795.6,131.04,120,0,31/10/2019,
Sucursal 16,MEX-2869,C00000164,AG00222,2795.6,131.04,120,0,09/11/2019,
Sucursal 16,MEX-2869,C00000164,AG00222,2795.6,131.04,120,0,14/11/2019,
Sucursal 16,MEX-2869,C00000164,AG00222,2795.6,131.04,404.84,0,21/11/2019,
Sucursal 16,MEX-2869,C00000164,AG00222,2795.6,0,0,0,28/11/2019,
Sucursal 16,MEX-2869,C00000164,AG00222,2795.6,0,0,0,06/12/2019,
Sucursal 16,MEX-2869,C00000164,AG00222,2795.6,0,0,0,14/12/2019,
Sucursal 16,MEX-2869,C00000164,AG00222,2795.6,0,0,0,20/12/2019,
Sucursal 16,MEX-2869,C00000164,AG00223,2020,0,170,0,16/05/2019,
Sucursal 16,MEX-2869,C00000164,AG00223,2020,170,100,0,24/05/2019,
Sucursal 16,MEX-2869,C00000164,AG00223,2020,100,100,0,02/06/2019,
Sucursal 16,MEX-2869,C00000164,AG00223,2020,100,100,0,06/06/2019,
Sucursal 16,MEX-2869,C00000164,AG00223,2020,100,100,0,17/06/2019,
Sucursal 16,MEX-2869,C00000164,AG00223,2020,100,100,0,23/06/2019,
Sucursal 16,MEX-2869,C00000164,AG00223,2020,100,100,0,01/07/2019,
Sucursal 16,MEX-2869,C00000164,AG00223,2020,100,0,1,06/07/2019,
Sucursal 16,MEX-2869,C00000164,AG00223,2020,100,0,1,13/07/2019,
Sucursal 16,MEX-2869,C00000164,AG00223,2020,100,100,0,18/07/2019,
Sucursal 16,MEX-2869,C00000164,AG00223,2020,100,0,1,25/07/2019,
Sucursal 16,MEX-2869,C00000164,AG00223,2020,100,100,0,01/08/2019,
Sucursal 16,MEX-2869,C00000164,AG00223,2020,100,100,0,08/08/2019,
Sucursal 16,MEX-2869,C00000164,AG00223,2020,100,0,1,19/08/2019,
Sucursal 16,MEX-2869,C00000164,AG00223,2020,100,100,0,26/08/2019,
Sucursal 16,MEX-2869,C00000164,AG00223,2020,100,100,0,01/09/2019,
Sucursal 16,MEX-2869,C00000164,AG00223,2020,100,100,0,07/09/2019,
Sucursal 16,MEX-2869,C00000164,AG00223,2020,100,100,0,12/09/2019,
Sucursal 16,MEX-2869,C00000164,AG00223,2020,100,120,0,23/09/2019,
Sucursal 16,MEX-2869,C00000164,AG00223,2020,100,0,1,26/09/2019,
Sucursal 16,MEX-2869,C00000164,AG00223,2020,100,180,0,07/10/2019,
Sucursal 16,MEX-2869,C00000164,AG00223,2020,100,0,1,11/10/2019,
Sucursal 16,MEX-2869,C00000164,AG00223,2020,100,300,0,17/10/2019,
Sucursal 16,MEX-2869,C00000164,AG00223,2020,100,0,1,27/10/2019,
Sucursal 16,MEX-2869,C00000164,AG00223,2020,100,0,1,02/11/2019,
Sucursal 16,MEX-2869,C00000164,AG00223,2020,100,100,0,08/11/2019,
Sucursal 16,MEX-2869,C00000164,AG00223,2020,100,100,0,14/11/2019,
Sucursal 16,MEX-2869,C00000164,AG00223,2020,100,100,0,22/11/2019,
Sucursal 16,MEX-2869,C00000164,AG00223,2020,100,2280,0,30/11/2019,
Sucursal 16,MEX-2869,C00000164,AG00223,2020,0,0,0,06/12/2019,
Sucursal 16,MEX-2869,C00000164,AG00223,2020,0,0,0,14/12/2019,
Sucursal 16,MEX-2869,C00000164,AG00223,2020,0,0,0,20/12/2019,
Sucursal 16,MEX-2869,C00000164,AG00223,2020,0,0,0,26/12/2019,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,0,0,0,30/11/2019,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,395,395,0,05/12/2019,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,220,0,14/12/2019,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,220,0,22/12/2019,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,220,0,27/12/2019,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,220,0,27/12/2019,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,220,0,06/01/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,220,0,11/01/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,270,0,19/01/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,270,0,27/01/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,270,0,03/02/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,220,0,08/02/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,220,0,13/02/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,470,0,22/02/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,220,0,29/02/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,0,1,06/03/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,220,0,13/03/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,220,0,23/03/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,220,0,26/03/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,220,0,05/04/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,220,0,10/04/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,220,0,20/04/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,220,0,24/04/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,220,0,04/05/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,220,0,07/05/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,220,0,15/05/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,220,0,25/05/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,0,1,30/05/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,220,0,05/06/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,420,0,12/06/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,220,0,20/06/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,220,0,29/06/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,220,0,05/07/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,220,0,10/07/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,220,0,20/07/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,220,0,26/07/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,220,0,31/07/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,220,0,08/08/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,220,0,16/08/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,220,0,20/08/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,220,0,27/08/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,0,1,05/09/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,420,0,13/09/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,220,0,21/09/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,220,0,25/09/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,220,0,02/10/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,220,0,08/10/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,0,1,16/10/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,220,0,26/10/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,220,0,29/10/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,220,0,09/11/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,120,0,14/11/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,120,0,22/11/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,0,1,28/11/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,220,70,0,05/12/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,170,0,1,10/12/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,170,0,1,17/12/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,170,170,0,27/12/2020,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,0,0,0,03/01/2021,
Sucursal 16,MEX-2869,C00000164,AG00224,5020,0,0,0,09/01/2021,
Sucursal 16,MEX-2869,C00000164,AG00225,7020,0,0,0,05/04/2020,1
Sucursal 16,MEX-2869,C00000164,AG00225,7020,545,545,0,12/04/2020,1
Sucursal 16,MEX-2869,C00000164,AG00225,7020,300,300,0,16/04/2020,1
Sucursal 16,MEX-2869,C00000164,AG00225,7020,300,300,0,25/04/2020,1
Sucursal 16,MEX-2869,C00000164,AG00225,7020,300,300,0,03/05/2020,1
Sucursal 16,MEX-2869,C00000164,AG00225,7020,300,300,0,09/05/2020,1
Sucursal 16,MEX-2869,C00000164,AG00225,7020,300,300,0,15/05/2020,1
Sucursal 16,MEX-2869,C00000164,AG00225,7020,300,300,0,21/05/2020,1
Sucursal 16,MEX-2869,C00000164,AG00225,7020,300,300,0,30/05/2020,1
Sucursal 16,MEX-2869,C00000164,AG00225,7020,300,0,1,06/06/2020,1
Sucursal 16,MEX-2869,C00000164,AG00225,7020,300,0,1,14/06/2020,1
Sucursal 16,MEX-2869,C00000164,AG00225,7020,300,251,0,18/06/2020,1
Sucursal 16,MEX-2869,C00000164,AG00225,7020,300,220,0,26/06/2020,1
Sucursal 16,MEX-2869,C00000164,AG00225,7020,300,300,0,04/07/2020,1
Sucursal 16,MEX-2869,C00000164,AG00225,7020,300,220,0,10/07/2020,1
Sucursal 16,MEX-2869,C00000164,AG00225,7020,300,220,0,18/07/2020,1
Sucursal 16,MEX-2869,C00000164,AG00225,7020,300,220,0,23/07/2020,1
Sucursal 16,MEX-2869,C00000164,AG00225,7020,300,220,0,30/07/2020,1
Sucursal 16,MEX-2869,C00000164,AG00225,7020,300,120,0,08/08/2020,1
Sucursal 16,MEX-2869,C00000164,AG00225,7020,300,120,0,14/08/2020,1
Sucursal 16,MEX-2869,C00000164,AG00225,7020,300,0,1,21/08/2020,1
Sucursal 16,MEX-2869,C00000164,AG00225,7020,300,120,0,30/08/2020,1
Sucursal 16,MEX-2869,C00000164,AG00225,7020,300,120,0,05/09/2020,1
Sucursal 16,MEX-2869,C00000164,AG00225,7020,300,0,1,12/09/2020,1
Sucursal 16,MEX-2869,C00000164,AG00225,7020,300,0,1,19/09/2020,1
Sucursal 16,MEX-2869,C00000164,AG00225,7020,300,120,0,27/09/2020,1
Sucursal 16,MEX-2869,C00000164,AG00225,7020,300,120,0,04/10/2020,1
Sucursal 16,MEX-2869,C00000164,AG00225,7020,300,120,0,11/10/2020,1
Sucursal 16,MEX-2869,C00000164,AG00225,7020,300,0,1,18/10/2020,1
Sucursal 16,MEX-2869,C00000164,AG00225,7020,300,0,1,22/10/2020,1
Sucursal 16,MEX-2869,C00000164,AG00225,7020,300,0,1,31/10/2020,1
Sucursal 16,MEX-2869,C00000164,AG00225,7020,300,0,1,09/11/2020,1
Sucursal 16,MEX-2869,C00000164,AG00225,7020,300,0,1,16/11/2020,1
Sucursal 16,MEX-2869,C00000164,AG00225,7020,300,0,1,23/11/2020,1
Sucursal 16,MEX-2869,C00000164,AG00225,7020,300,0,1,27/11/2020,1
Sucursal 16,MEX-2869,C00000164,AG00225,7020,300,120,0,07/12/2020,1
Sucursal 16,MEX-2869,C00000164,AG00225,7020,300,0,1,10/12/2020,1
Sucursal 16,MEX-2869,C00000164,AG00225,7020,300,0,1,18/12/2020,1
Sucursal 16,MEX-2869,C00000164,AG00225,7020,300,0,1,27/12/2020,1
Sucursal 16,MEX-2869,C00000164,AG00225,7020,300,120,0,01/01/2021,1
Sucursal 16,MEX-2869,C00000164,AG00225,7020,300,0,1,10/01/2021,1
Sucursal 16,MEX-2869,C00000164,AG00225,7020,300,0,1,17/01/2021,1
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,0,490,0,17/01/2021,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,486.4,317,0,13/05/2018,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,318.7,0,19/05/2018,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,24/05/2018,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,04/06/2018,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,320,0,08/06/2018,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,15/06/2018,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,530,0,22/06/2018,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,01/07/2018,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,220,0,09/07/2018,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,14/07/2018,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,21/07/2018,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,26/07/2018,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,320,0,03/08/2018,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,09/08/2018,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,19/08/2018,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,25/08/2018,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,02/09/2018,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,07/09/2018,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,320,0,13/09/2018,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,21/09/2018,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,01/10/2018,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,05/10/2018,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,13/10/2018,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,20/10/2018,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,29/10/2018,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,02/11/2018,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,320,0,11/11/2018,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,18/11/2018,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,24/11/2018,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,29/11/2018,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,07/12/2018,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,17/12/2018,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,24/12/2018,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,28/12/2018,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,03/01/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,13/01/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,120,0,21/01/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,25/01/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,31/01/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,08/02/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,15/02/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,24/02/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,01/03/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,07/03/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,14/03/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,25/03/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,29/03/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,05/04/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,11/04/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,170,0,21/04/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,26/04/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,02/05/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,09/05/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,17/05/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,25/05/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,01/06/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,06/06/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,15/06/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,20/06/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,28/06/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,08/07/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,13/07/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,19/07/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,29/07/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,170,0,03/08/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,09/08/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,15/08/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,5020,0,26/08/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,02/09/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,06/09/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,13/09/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,23/09/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,26/09/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,04/10/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,14/10/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,120,0,21/10/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,28/10/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,03/11/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,11/11/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,18/11/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,21/11/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,28/11/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,09/12/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,120,0,13/12/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,20/12/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,27/12/2019,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,02/01/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,11/01/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,16/01/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,24/01/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,01/02/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,120,0,08/02/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,14/02/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,23/02/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,02/03/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,08/03/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,12/03/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,20/03/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,120,0,30/03/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,140,0,02/04/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,11/04/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,17/04/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,27/04/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,02/05/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,09/05/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,120,0,16/05/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,120,0,25/05/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,30/05/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,08/06/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,14/06/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,19/06/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,26/06/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,120,0,05/07/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,120,0,12/07/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,19/07/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,25/07/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,02/08/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,09/08/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,15/08/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,120,0,20/08/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,120,0,31/08/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,05/09/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,14/09/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,20/09/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,26/09/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,03/10/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,12/10/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,120,0,18/10/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,120,0,25/10/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,01/11/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,08/11/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,15/11/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,22/11/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,29/11/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,04/12/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,10/12/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,21/12/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,26/12/2020,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,02/01/2021,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,07/01/2021,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,17/01/2021,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,21/01/2021,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,30/01/2021,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,05/02/2021,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,120,0,12/02/2021,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,20/02/2021,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,01/03/2021,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,07/03/2021,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,12/03/2021,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,18/03/2021,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,26/03/2021,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,120,0,02/04/2021,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,12/04/2021,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,120,0,18/04/2021,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,23/04/2021,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,03/05/2021,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,10/05/2021,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,16/05/2021,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,22/05/2021,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,30/05/2021,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,06/06/2021,
Sucursal 16,MEX-3332,C00000165,AG00226,6242.6,318.7,0,1,13/06/2021,
Sucursal 16,MEX-3332,C00000166,AG00227,3689.6,0,0,0,19/06/2021,
Sucursal 16,MEX-3332,C00000166,AG00227,3689.6,404.95,0,1,21/09/2018,
